id_tin_đăng,URL,Mã tin,Tên xe,Mô tả,Năm sản xuất,Giá (triệu VND),Số Km đã đi,Dung tích động cơ (lít),Tiêu thụ nhiên liệu sạch,Số cửa sạch,Số chỗ ngồi sạch,id_xuất_xứ,id_tình_trạng,id_dòng_xe,id_màu_ngoại_thất,id_màu_nội_thất,id_hệ_thống_nạp,id_hộp_số,id_dẫn_động,id_loại_nhiên_liệu,id_hãng,id_phân_khúc
1135,https://bonbanh.com/xe-subaru-outback-2.5i-t-eyesight-2022-4270576,4270576,Xe Subaru Outback 2.5i-T EyeSight 2022,"All-New Subaru Outback 2.5-T EyeSight Touring 2023- Nhập khẩu Nhật Bản.- EyeSight 4.0 (Mới nhất).- Dẫn động 4 bánh đối xứng S-AWD.- Màn hình cảm ứng 11.5 inch.- Nội thất da Nappa, Cửa sổ trời.- Nhận diện 5 khuôn mặt, mở cốp rảnh tay bằng logo cảm ứng.- Tự động phanh tránh va chạm.- Tự động phanh tránh va chạm khi lùi, giám sát người lái.- 8 túi khí an toàn quanh xe.- Tự động đánh lái khi phanh khẩn cấp (Nếu rada phía sau phát hiện có khoảng trống an toàn).-Chệch len đường",2022,1969.0,0.0,2.5,11.0,5.0,5.0,2,1,6,16,10,743,4,3,4,77,492
1136,https://bonbanh.com/xe-toyota-camry-2.0q-2023-4270606,4270606,Xe Toyota Camry 2.0Q 2023,"CAMRY HOÀN TOÀN MỚIXỨNG TẦM DOANH NHÂNLiên hệ để nhận xe ngayVới thiết kế tinh tế và trang bị đầy đủ tính năng hiện đạiĐược hỗ trợ :- Hỗ trợ trả góp lãi suất ưu đãi, thủ tục nhanh gọn- Nhanh tay liên hệ để là 1 trong những khách hàng sở hữu mẫu xe sang trọng này!Xe trang bị cao cấp:-Hệ thống An toàn cao cấp-Lấy số vô lăng-Sạc không dây-Cảnh báo điểm mù-Hệ thống cảnh báo phương tiện cát ngang-Cửa sổ trời-Tay lái chỉnh điện-Điều hòa 3 vùng độc lập",2023,1220.0,0.0,2.0,,4.0,5.0,2,1,7,16,6,491,4,4,4,83,531
1137,https://bonbanh.com/xe-ford-transit-tieu-chuan-2023-4271526,4271526,Xe Ford Transit Tiêu chuẩn 2023,"Bảo Lộc Ford mới về Ford Transit thế hệ mớ Xe trang bị động cơ mới Dầu tăng áp 2.2L, Duratorq TDCi, 4 xy lanh sản sinh công suất 135 mã lực tại dải vòng tua 3750 vòng/phút, mô men xoắn cực đại đạt 385 Nm tại 1500-2000 vòng/phút đi kèm hộp số sàn 6 cấp, hệ dẫn động cầu sau.Liên hệ ngay để nhận được nhiều ưu đãi khi mua xe",2023,845.0,0.0,2.2,,4.0,16.0,1,1,9,1,8,341,3,6,1,26,139
1138,https://bonbanh.com/xe-toyota-highlander-le-2.7-2014-4271624,4271624,Xe Toyota Highlander LE 2.7 2014,"Toyota Highlander LE 2.7L nhập Mỹ, sx 2014 đăng ký lần đầu 03/2015 một chủ mua từ mới, ODO 4,3v miles, đủ 03 chìa khoá, bảo dưỡng chính hãng, chưa đâm va, ngập nước, máy móc khung gầm nguyên bản, kiểm tra thợ, Test hãng trước khi mua bán.- Giá bán: 1.2xxtr hỗ trợ vay 70% giá trị xe. Trả trước 300tr nhận xe ạ. HÀ NỘI AUTO Đ/c: 30 Phạm Văn Đồng, Mai Dịch, Cầu Giấy, HNLiên hệ em Đông",2014,1260.0,0.0,2.7,,5.0,7.0,2,2,6,3,9,341,4,4,4,83,541
1139,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-2023-4271751,4271751,Xe Toyota Corolla altis 1.8G 2023,"TOYOTA ALTIS 1.8G phiên bản mới- Khuyến mãi cực hấp dẫn trong tháng, liên hệ để nhận được ưu đãi tốt nhất!!!- Chỉ cần trả trước 20% giá trị xe. Lãi suất cực thấp chỉ từ 0.49%/tháng- Hỗ trợ đăng ký xe và giao xe tận nơi!!Một số trang bị đáng chú ý trên Corolla Altis mới bao gồm hệ thống cảnh báo điểm mù, cảnh báo áp suất lốp, phanh tay điện tử, camera lùi, 6 cảm biến hỗ trợ đỗ xe, màn hình hiển thị kính lái HUD, điều hòa tự động 2 vùng. Hệ thống an toàn Toyota Safety Sense 2.0",2023,719.0,0.0,1.8,,4.0,5.0,2,1,7,11,6,341,4,4,4,83,535
1140,https://bonbanh.com/xe-toyota-corolla_altis-1.8hev-2023-4271771,4271771,Xe Toyota Corolla altis 1.8HEV 2023,"TOYOTA ALTIS 1.8HEV phiên bản mới động cơ Hybrid- Khuyến mãi cực hấp dẫn trong tháng, liên hệ để nhận được ưu đãi tốt nhất!!!- Chỉ cần trả trước 20% giá trị xe. Lãi suất cực thấp chỉ từ 0.49%/tháng- Hỗ trợ đăng ký xe và giao xe tận nơi!!***Xe trang bị:- Hệ thống khung gầm toàn cầu TNGA.- Đèn pha full led tự động bật tắt, đèn chiếu xa tự động (AHB).- Phanh tay điện tử, auto hold.- Cảnh báo điểm mù trên gương.- Điều hòa 2 vùng tự động.- Màn hình giải trí 9"" có kết nối android auto và apple Car Play.- Cảm biến đỗ xe: 6.",2023,860.0,0.0,1.8,,4.0,5.0,2,1,7,11,6,341,4,4,2,83,535
1141,https://bonbanh.com/xe-toyota-innova-e-2.0-mt-2023-4271828,4271828,Xe Toyota Innova E 2.0 MT 2023,"Bán xe Toyota INNOVA- Xe đủ màu- Hỗ trợ gói Lệ phí trước bạ - Hỗ trợ trả góp toàn quốc lãi suất ưu đãi- Liên hệ để biết thêm thông tin chương trình khuyến mãi trong tháng***Thông số kỹ thuật- Động cơ 2.0L máy Xăng, số sàn 5 cấp, 4 xy lanh thẳng hàng- Ghế nỉ cao cấp, khoang hành khách rộng rãi, gầm xe cao.- Hệ thống lạnh, âm thanh DVD 1 đĩa, 6 loa.- Hệ thống an toàn : ABS, AB, EBD …7 túi khí trước. Cảm biến góc, cám biến lùi phía sau.",2023,715.0,0.0,2.0,,5.0,8.0,1,1,4,10,10,491,3,6,4,83,543
1142,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2023-4273251,4273251,Xe Toyota Corolla altis 1.8V 2023,"nhận giao xe sớm Nhập khẩu nguyên chiếc Thái Lan. Hệ thống khung gầm toàn cầu TNGA. Đèn pha full led tự động bật tắt, đèn chiếu xa tự động (AHB). Phanh tay điện tử, auto hold. Cảnh báo điểm mù trên gương. Điều hòa 2 vùng tự động. Màn hình giải trí 9"" có kết nối android auto và apple Car Play. Cảm biến đỗ xe: 6 Cảm biến áp suất lốp. Gói an toàn TSS2 (Cảnh báo tiền va chạm, cảnh báo lệch làn, đèn chiếu xa tự động, ga hành trình thích ứng). Màu sắc: Trắng ngọc trai, Đen, Nâu, Đỏ, Bạc, Xám xanh. Nội thất: Đen, Đen Be",2023,750.0,0.0,1.8,,4.0,5.0,2,1,7,16,16,341,4,4,4,83,535
1143,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2023-4273913,4273913,Xe Toyota Corolla altis 1.8V 2023,"TOYOTA ALTIS 1.8V phiên bản mới- Khuyến mãi cực hấp dẫn trong tháng, liên hệ để nhận được ưu đãi tốt nhất!!!- Chỉ cần trả trước 20% giá trị xe. Lãi suất cực thấp chỉ từ 0.49%/tháng- Hỗ trợ đăng ký xe và giao xe tận nơi!!Một số trang bị đáng chú ý trên Corolla Altis mới bao gồm hệ thống cảnh báo điểm mù, cảnh báo áp suất lốp, phanh tay điện tử, camera lùi, 6 cảm biến hỗ trợ đỗ xe, màn hình hiển thị kính lái HUD, điều hòa tự động 2 vùng. Hệ thống an toàn Toyota Safety Sense 2.0",2023,765.0,0.0,1.8,,4.0,5.0,2,1,7,16,6,341,4,4,4,83,535
1144,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2022-4274006,4274006,Xe Toyota Raize G 1.0 CVT 2022,"TOYOTA RAIZE 2022Kích thước : D (4030) x R (1710) x C( 1605)Trang bị :Cụm đèn trước Full LED ,4 cảm biến đầu xe và đuôi xe, gương chiếu hậu chỉnh điện gập điện tự động, Mâm xe 17inch , Angten vây cá mập , ghế da pha nỉ , Màn hình giải trí 9 icnh ,Hệ thống điều hoà tự động ,chìa khóa khởi động bàng nút bấm , lẫy chuyển số trên vô lăng .Động cơ 1,0 Turbo mạnh mẽ cùng hộp số CVT kép hoàn toàn mới Xe được trang bị nhiều hệ thống an toàn cao : Khởi hành ngang dốc HAC ,Chống bó cứng phanh ABS, Cân bằng điện tử EBD , Cảnh báo điểm mù BSM , cảnh báo Phương tiện cắt ngang phía sau , 6 túi khí",2022,527.0,0.0,1.0,6.0,4.0,5.0,2,1,6,17,16,341,4,4,4,83,550
1145,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2022-4274062,4274062,Xe Toyota Corolla altis 1.8V 2022,"TOYOTA COROLLA ALTIS 1.8V Nhập khẩu Thái LanKích thước : 4630x1780x1455Tiêu chuẩn khí thải euro 6 , tự động 2 vùng độc lập , gương gập tự động , , mâm xe 17icnh , màn hình giải trí 9"" , ghế da đen / kem , chìa khóa thông minh , đèn full LED , tay năm cửa mạ crom ...Hệ thống an toàn cao : Gói an toàn TSS , cảnh báo điểm mù, 6 cảm biến xung quanh xe,...Mọi chi tiết đặt hàng, khuyến mãi vui lòng liên hệ Em Thảo Toyota Gải phóng.xin chân thành cảm ơn !",2022,715.0,0.0,1.8,7.0,4.0,5.0,2,1,7,16,16,341,4,4,4,83,535
1146,https://bonbanh.com/xe-mercedes_benz-s_class-s450-2022-4274065,4274065,Xe Mercedes Benz S class S450 2022,"Mercedes S450 2022. Thay đổi hoàn toàn Ấn Tượng.Trang bị nổi bật: Mâm 19-inch đa chấu kép Cửa sổ trời siêu rộng Panoramic Đèn viền nội thất tích hợp đèn chiếu logo Nội thất ốp gỗ poplar open-pore, màu xám Anthracite Ốp bệ trung tâm màu đen Crystal-Look Động cơ mới với tính năng EQ Boost Hệ thống treo khí nén AIRMATIC Gói hệ thống hỗ trợ lái Driving Assistance Package Tính năng hỗ trợ giữ khoảng cách chủ động DISTRONIC",2022,5039.0,0.0,3.0,,4.0,5.0,2,1,7,16,10,341,4,6,4,58,377
1147,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2022-4274074,4274074,Xe Mercedes Benz GLC 300 4Matic 2022,"CTKM hấp dẫn: Khuyến mãi 10% thuế, 2 năm bảo hiểm, 2 năm bảo dưỡng.Mercedes GLC 300 4Matic V1 - 2022. - Ngoại thất Off-road- Camera 360- 12 cảm biến vật cản- Chìa khoá thông minh Keyless-Go- Đèn viền nội thất 64 màu- 13 loa burmester 590watt- Nội thất ốp gỗ thật & bọc da bò ý.- Nội thất da đen và nâu ( không còn màu beige)- Gói thiết kế nội thất AMG Line- Tay lái thiết kế thể thao 3 chấu bọc da nappa cao cấp- Hệ thống treo thể thao- Chức năng Hands-free access",2022,2639.0,0.0,2.0,,5.0,5.0,1,1,6,16,10,341,4,3,4,58,363
1148,https://bonbanh.com/xe-jeep-wrangler-sahara-2021-4275484,4275484,Xe Jeep Wrangler Sahara 2021,"-Jeep chính hãng việt nam.-bảo hành 3 năm hoặc 100.000km-Nhập khẩu nguyên chiếc từ MỸ-mui trần,đề máy từ xa,chìa khóa thông minh,sway bar,khóa visai, cảnh báo vượt, cảnh báo va chạm,tự thắng(acc),ổ cấm 220V,đèn auto,4 chế độ chạy địa hình khách nhau,hệ điều hành off raod chuyên nghiệp,đèn full led,.....-hỗ trợ vay ngân hàng 80% giá trị xe,1 Tỷ chìa khóa trao tay",2021,3466.0,0.0,2.0,10.0,5.0,5.0,2,1,6,13,16,420,4,3,4,43,245
1149,https://bonbanh.com/xe-vinfast-vf-e34-at-2022-4275537,4275537,Xe VinFast VF e34 AT 2022,- Chính sách đặt trước 10 tr- Giá ưu đãi 120tr- Tự do chuyển nhượng/hoàn cọc- Miễn 100% lệ phí trước bạ- bảo hành 10 năm-cứu hộ 24/7,2022,690.0,0.0,0.1,,5.0,5.0,1,1,4,11,16,341,4,4,5,85,569
1150,https://bonbanh.com/xe-toyota-camry-2.0q-2023-4275561,4275561,Xe Toyota Camry 2.0Q 2023,"tặng trên 25 trđ**Cập nhật Tháng3-4/2022 CAmry 2.0Q=>Ký Hợp Đồng=> BÁN TOÀN QUỐC=>Ưu tiên gọi ngay HOline này! CAM KẾT LỊCH GIAO XE CHUẨN1/Tặng PK: Dán kính Mỹ xịn, trải sàn,..v.v2/Trả góp chỉ từ 155 triệu3/Tài chính Toyota hỗ trợ LS thấp nhất thị trường5.99%/năm- Duyệt hsơ trong ngày - giao xe tận nơi,toàn quốc +2Nội thất: Đen,Kem+4màu:đen,trắngngọctrai,đỏ,bạc --- Phanh tay điện tử, auto hold, toyota safety sense- Cảnh báo điểm mù, cb vật cắt ngang phía sau, cửa sổ trời, hàng ghế sau chỉnh điện, rèm chắn nắng 3 kính,..*CAM KẾT UY TÍN CHẤT LƯỢNG *",2023,1139.0,0.0,2.0,8.0,4.0,5.0,2,1,7,16,6,750,4,4,4,83,531
1151,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-2023-4275607,4275607,Xe Toyota Corolla altis 1.8G 2023,"Toyota Corolla Altis 1.8G -CVT - BẢO HÀNH LÊN ĐẾN 05 NĂM CỦA TOYOTA- Khuyến Mại Cực Hấp Dẫn - Số Lượng Có Hạn- Xe có sẵn giao ngay- Hỗ trợ trả góp lãi suất ưu đãi- Liên hệ ngay để biết thêm thông tin!!!- Đèn full Led- Ghế da chỉnh điện 10 hướng- Mành hình DVD, kết nối điện thoại- Camera lùi, cảm biến- Chìa khóa thông minh- Điều hòa tự động.- 7 túi khí- Phan tay điện tử- Các hệ thống an toàn: ABS, EBD, BA, VSC, TRC..",2023,719.0,0.0,1.8,,4.0,5.0,2,1,7,11,16,341,4,4,4,83,535
1152,https://bonbanh.com/xe-toyota-corolla_altis-1.8v-2023-4275644,4275644,Xe Toyota Corolla altis 1.8V 2023,"Toyota Corolla Altis 1.8V - CVT - BẢO HÀNH LÊN ĐẾN 05 NĂM CỦA TOYOTA- Khuyến Mại Cực Hấp Dẫn - Số Lượng Có Hạn- Xe có sẵn giao ngay- Hỗ trợ trả góp lãi suất ưu đãi- Thu xe cũ - Đổi xe mới- Liên hệ ngay để biết thêm thông tin!!!- Đèn full Led- Ghế da chỉnh điện 10 hướng- Mành hình DVD, kết nối điện thoại không dây- Chìa khóa thông minh- Điều hòa tự động 2 vùng, cửa gió sau- Gói an toàn TSS 2: PCS, LTA, DRCC, AHB- Camera lùi, cảm biến- 7 túi khí- Phanh tay điện tử- Các hệ thống an toàn: ABS, EBD, BA, VSC, TRC..",2023,765.0,0.0,1.8,,4.0,5.0,2,1,7,16,6,341,4,4,4,83,535
1153,https://bonbanh.com/xe-vinfast-vf-e34-at-2022-4276500,4276500,Xe VinFast VF e34 AT 2022,"Cọc 10 triệuGiảm ngay 120 triệu vào giá xeHổ trợ 100% Lệ Phí Trước Bạ Tự do chuyển nhượng, hoàn cọcBảo hành 10 nămCứu hộ 24/7",2022,690.0,0.0,0.1,,5.0,5.0,1,1,4,17,16,341,4,4,5,85,569
1154,https://bonbanh.com/xe-toyota-camry-2.0g-2023-4277912,4277912,Xe Toyota Camry 2.0G 2023,"Toyota Camry 2.0G - Nhâp Thái Lan- Khuyến Mại Cực Hấp Dẫn - Số Lượng Có Hạn- Xe có sẵn - Giao ngay- Hỗ trợ trả góp lãi suất ưu đãi- Liên hệ ngay để biết thêm thông tin!!!---Trang bị:- Đèn full Led, Auto- Ghế da, chỉnh điện 10 hướng-Ga tự động- Điều hòa Auto – 2 vùng độc lập- Màn hình 7 inch, Kết nối điện thoại, 6 loa- Phan tay điện tử- An toàn: ABS,BA, VSC,TRC, HAC, Cảnh báo áp suất lốp- Camera de, 6 cảm biến.- 7 túi khí",2023,1070.0,0.0,2.0,6.0,4.0,5.0,2,1,7,16,16,491,4,4,4,83,531
1155,https://bonbanh.com/xe-toyota-camry-2.0q-2023-4277916,4277916,Xe Toyota Camry 2.0Q 2023,"Toyota Camry 2.0Q - Nhâp Thái Lan- Khuyến Mại Cực Hấp Dẫn - Số Lượng Có Hạn- Xe Giao ngay- Hỗ trợ trả góp lãi suất ưu đãi- Thu cũ - Đổi mới- Liên hệ ngay để biết thêm thông tin!!!---Trang bị:- Đèn full Led, Auto- Ghế da, chỉnh điện, nhớ vị trí- Ga tự động- Điều hòa Auto – 3 vùng độc lập- Màn hình 9 inch, Kết nối điện thoại, 9 loa JBL- Hiển thị kính lái- Cửa sổ trời, Rèm kính và cửa sau- Phan tay điện tử- An toàn TSS: PCS, LDA, LTA, DRCC, AHB- Cảnh báo điểm mù (PSM), Phương tiện cắt ngang- An toàn: VSC, TRC, HAC, Cảnh báo áp suất lốp- Camera de, 6 cảm biến.- 7 túi kh",2023,1185.0,0.0,2.0,6.0,4.0,5.0,2,1,7,17,6,491,4,4,4,83,531
1156,https://bonbanh.com/xe-toyota-camry-2.5q-2023-4277918,4277918,Xe Toyota Camry 2.5Q 2023,"Toyota Camry 2.5Q - Nhâp Thái Lan- Khuyến Mại Cực Hấp Dẫn - Số Lượng Có Hạn- Xe Giao ngay- Hỗ trợ trả góp lãi suất ưu đãi- Thu cũ - Đổi mới- Liên hệ ngay để biết thêm thông tin!!!- Đèn full Led, Auto- Ghế da, chỉnh điện, nhớ vị trí- Lẩy chuyển số- Sạc không dây- Điều hòa Auto – 3 vùng độc lập- Màn hình 9 inch, Kết nối điện thoại, 9 loa JBL- Hiển thị kính lái- Cửa sổ trời, Rèm kính và cửa sau- Phan tay điện tử- An toàn TSS: PCS, LDA, LTA, DRCC, AHB- Cảnh báo điểm mù, Phương tiện cắt ngang- An toàn: VSC, TRC, HAC, Cảnh báo áp suất lốp- Camera 360, 8 cảm biến- 7 Túi khí",2023,1370.0,0.0,2.5,6.0,4.0,5.0,2,1,7,11,6,491,4,4,4,83,531
1157,https://bonbanh.com/xe-toyota-camry-2.5hv-2023-4277921,4277921,Xe Toyota Camry 2.5HV 2023,"Toyota Camry 2.5HV - Nhâp Thái Lan- Khuyến Mại Cực Hấp Dẫn - Số Lượng Có Hạn- Xe Giao ngay- Hỗ trợ trả góp lãi suất ưu đãi- Thu cũ - Đổi mới- Liên hệ ngay để biết thêm thông tin!!!- Đèn full Led, Auto- Ghế da, chỉnh điện, nhớ vị trí- Sạc không dây- Điều hòa Auto – 3 vùng độc lập- Màn hình 9 inch, Kết nối điện thoại, 9 loa JBL- Hiển thị kính lái- Cửa sổ trời, Rèm kính và cửa sau- Phan tay điện tử- An toàn TSS: PCS, LDA, LTA, DRCC, AHB- Cảnh báo điểm mù, Phương tiện cắt ngang- An toàn: VSC, TRC, HAC, Cảnh báo áp suất lốp- Camera 360, 8 cảm biến- 7 Túi khí",2023,1460.0,0.0,2.5,4.0,4.0,5.0,2,1,7,11,16,491,4,4,2,83,531
1158,https://bonbanh.com/xe-mitsubishi-xpander-1.5-mt-2023-4278036,4278036,Xe Mitsubishi Xpander 1.5 MT 2023,"Mitsubishi Xpander MT thế hệ mới xuất hiện hấp dẫn và đầy phong cách. Điều này có thể nhìn thấy ngay ở phía trước, với thiết kế Dynamic Shield đặc trưng và lưới tản nhiệt mạ chrome trông cứng cáp hơn.Hệ thống an toàn nổi bật trên Mitsubishi Xpander:Hệ thống túi khíHệ thống chống bó cứng phanh ABSHệ thống phân phối lực phanh điện tử EBDHệ thống trợ lực phanh BAHệ thống cân bằng điện tử ASCHệ thống kiểm soát lực kéo TCL",2023,490.0,0.0,1.5,6.0,5.0,7.0,1,1,6,11,16,491,3,4,4,61,412
1159,https://bonbanh.com/xe-suzuki-xl7-1.5-at-2022-4278204,4278204,Xe Suzuki XL7 1.5 AT 2022,"Khuyến mãi xx TRIỆU cùng nhiều quà tặng giá trị đi kèm khi liên hệ hotline.- Chuyển tiền nhận xe ngay không phải chờ đợi.- Đủ màu giao ngay trong ngày.- 6 màu: Trắng, bạc, đen, đỏ mận, xanh rêu khaki, cam. - Dịch vụ sau bán hàng tốt toàn quốc.- Hỗ trợ vay tối đa 85% lãi suất cực ưu đãi.- Hỗ trợ đăng kí kinh doanh, grab- Những tính năng nổi bật:+ Màn hình 10 inch.+ camera lùi, cảm biến lùi.+ ABS, EBD, Cân Bằng Điện Tử, Khởi Hành Ngang Dốc. + đèn full led.+ dàn lạnh tự động.+ Mâm xe 16inch.+ Thiết kế bền bỉ, không lỗi mốt theo thời gian.+ Hộc đựng nước có làm mát. + Androi auto & Apple Carplay.+Trang bị khóa trẻ em ISOFIX.+ Tiết kiệm xăng, hỗn hợp chỉ 6L/100Km.+ Lắp đặt nhiều hệ thống an toàn: ESP, HHC, ABS, EBD...=> Liên hệ ngay để nhận thêm ưu đãi.",2022,599.0,0.0,1.5,6.0,5.0,7.0,2,1,6,11,16,341,4,4,4,78,510
1160,https://bonbanh.com/xe-kia-carnival-signature-2.2d-2022-4278262,4278262,Xe Kia Carnival Signature 2.2D 2022,"Kia Carnival Signature 2.2D 2022DxRxC 5155x1995x1775 mmChiều dài cơ sở 3090mm*** Trang bị:Đèn full Led, đèn trước thích ứng thông minh; cửa số trời dạng đôiNút xoay chuyển số, Ghế lái chỉnh điện, nhớ vị trí, có đệm đỡ bắp; ghế phụ điện; sưởi tay láiMàn hình 12,3inch, 12 loa Bose, rèm che nắng cửa sổ, sạc không dâyCamera 360 hiển thị hình ảnh điểm mù, hỗ trợ giữ làn, tránh va chạm trước sau, ga tự động thông minh*** GIẢM GIÁ SẬP SÀN:Hỗ trợ giao xe chỉ với 10% giá trị xe, trả góp thủ tục nhanh gọn, đơn giản*** Khuyến mãi:+ Phim cách nhiệt Lumar, Thảm trải sàn...+ Quà tặng đặc biệt liên hệ trực tiếp.",2022,1529.0,0.0,2.2,7.0,5.0,7.0,1,1,9,11,10,341,4,4,1,44,248
